,Name,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Age,Gender,TransactionCount,Duration,Peak Season,Before Season months,Months left for End of Season,AVG Sales,avg order cost,Loan Amount
255,Richard Bennett,83202.56,73082.83,221997.77,309756.67,279435.47,248645.3,230001.97,189003.34,328100.41,84176.25,116550.09,77656.51,78,1,4803,5,0,2,6,186801,38.89256714553404,357974.6592162663
256,Jaclyn Thomas,133626.06,169733.71,594999.63,156099.92,182907.7,196879.95,221193.82,137948.18,188956.25,219664.0,208626.65,174756.6,24,1,939,6,1,0,0,215449,229.44515441959533,375055.30901384365
257,Matthew Robertson,43119.31,40023.02,46571.38,58719.69,60623.29,48691.91,53381.13,55086.0,66130.76,61242.98,144443.39,102006.25,75,1,898,6,1,0,0,65003,72.38641425389756,220249.68841662473
258,Justin Newman,122630.97,183980.87,212001.86,284180.64,210305.44,250811.48,183048.21,118143.26,104564.81,130837.74,129539.89,77820.37,65,0,3102,15,1,0,3,167322,53.94003868471954,502824.1731419335
259,Jesse Russell,203167.52,189172.66,177188.96,191223.7,189560.04,161068.92,178483.49,281044.96,145788.16,162900.67,168264.93,141658.69,37,1,1682,17,1,0,0,182460,108.47800237812129,605598.2616451525
260,Timothy Hall,81586.73,66610.25,62306.6,71133.29,72097.92,97690.66,91595.78,204649.95,58397.2,88854.44,60826.76,97573.99,34,1,600,12,1,0,0,87777,146.295,340433.1653749018
261,Jose Jennings,72150.13,79283.75,70556.17,66247.39,116046.59,94038.22,80340.56,103060.27,114773.66,87105.14,97658.5,203328.72,38,0,3549,11,1,0,0,98716,27.815159199774584,418512.5523219839
262,Carolyn Kane,181362.54,119666.22,166283.44,134279.71,191925.16,368883.88,387353.2,395993.41,273657.78,355183.1,126112.04,122304.39,41,1,1845,9,1,0,4,235250,127.50677506775068,504640.30563718337
263,Phyllis Myers,42285.75,52409.87,48332.14,39705.95,35274.23,36693.97,46184.09,51257.48,41396.48,34926.66,38815.42,100608.73,48,0,2768,8,1,0,0,47324,17.096820809248555,130092.07489721349
264,Randy Chase,117039.98,124941.87,154700.08,227772.92,95166.42,148743.03,102516.3,120731.39,125602.96,86188.35,156173.56,95152.61,37,1,483,9,0,1,0,129561,268.2422360248447,265858.34810011834
265,Derek Smith,88656.62,100472.52,96552.5,72495.45,184395.06,246021.1,70494.74,105167.2,62358.44,74378.69,63206.75,58771.09,66,1,2389,20,1,0,0,101914,42.659690246965255,358964.16918037407
266,Edgar Hardin,83496.87,82910.83,148697.18,201155.97,81576.72,85943.47,71292.14,56446.06,46887.31,78576.63,65486.75,51507.25,15,0,4968,7,0,3,1,87831,17.679347826086957,270045.04714666994
267,Regina James,108638.79,122732.56,158083.43,231676.86,278951.44,349184.75,331817.87,388578.69,387739.42,172758.74,159009.12,170237.72,35,0,112,16,0,3,5,238284,2127.535714285714,672965.3166379265
268,Madison Stevens,60789.71,60172.72,74455.36,55961.38,45430.91,43527.2,72995.96,135350.28,109640.96,88557.79,100232.56,135653.11,57,1,613,14,1,0,3,81897,133.60032626427406,214483.05819366092
269,Leah Ross,218977.6,193090.74,221472.66,210333.98,350391.13,535907.86,381346.08,515516.31,451678.41,223546.44,202889.89,183116.7,49,0,2824,5,0,2,4,307356,108.83711048158641,435859.41908391524
270,Jeremy Robertson,150930.81,132781.07,168920.28,202679.52,214885.23,129279.85,120212.71,181087.3,145342.69,194904.72,345137.22,223211.3,19,1,325,12,0,2,1,184114,566.5046153846154,450754.9276040753
271,John Wood,28971.07,29239.02,48774.62,33082.27,30483.44,32422.3,25732.08,28881.76,20599.0,18821.71,31391.38,20844.88,19,0,2208,13,1,0,0,29104,13.181159420289855,124450.17123989882
272,Justin Andersen,205290.21,191031.5,173579.01,477498.94,364543.51,370660.53,226949.5,185501.15,129700.08,206257.51,184829.0,222332.5,32,0,727,17,1,0,2,244848,336.79229711141676,669464.8620984127
273,Joanne Alexander,125452.05,124973.43,115939.28,173232.95,411012.26,464854.86,452667.05,395711.78,130341.82,132898.34,143129.26,131932.79,58,0,1231,15,1,0,0,233512,189.69293257514215,590701.4311816129
274,Nathan Smith,119051.06,167087.89,174569.96,127583.51,123235.64,130165.27,115215.59,183230.09,383973.47,266138.41,368791.17,178604.06,37,0,606,23,0,3,2,194804,321.45874587458746,647310.9041573242
275,Jim Walker,80046.46,99966.28,94065.23,125876.23,107939.28,71010.88,116539.37,202982.91,293311.34,276542.86,120713.67,110714.75,61,1,2364,9,0,2,2,141642,59.91624365482234,374539.6441956172
276,Rodney Jenkins,66527.23,97829.44,81848.16,71496.09,82972.91,71437.47,92009.92,65604.53,143309.34,146941.13,197000.71,62637.59,45,0,1725,9,1,0,2,98301,56.98608695652174,307243.5732694263
277,Gary Gonzalez,100035.73,106598.96,122223.25,130797.49,105573.99,126371.57,129692.84,126289.98,90143.0,125987.43,326702.39,73711.05,31,0,1127,12,0,1,0,130344,115.65572315882875,433236.3052178368
278,Karen Roberts,31727.12,34680.48,22808.18,24015.44,24185.69,28736.77,32888.61,34912.91,37874.01,77899.13,57387.78,38917.53,28,0,3123,14,1,0,0,37169,11.901697086135126,96716.3614289423
279,Danny Burton,40680.01,34170.66,55206.79,48911.2,51028.97,33162.07,57928.99,99239.78,38141.62,45124.73,48523.56,40957.16,18,1,3715,5,0,2,0,49423,13.303633916554508,94704.53100418772
280,Kelly Miller,232383.28,361736.18,486247.71,331349.55,358087.48,415678.93,460279.4,325650.13,485123.76,246810.98,227003.73,191791.12,53,0,4268,17,1,0,7,343512,80.485473289597,897358.9327635692
281,Christopher Knight,56141.28,39360.05,70708.28,100760.89,114879.87,79962.68,43290.75,53676.79,42013.5,32676.02,33106.49,54025.75,58,0,1214,4,1,0,2,60050,49.464579901153215,137731.14886267332
282,Paul Brown,218232.24,161561.18,241723.88,256526.31,162600.03,253845.55,256095.82,255597.86,186093.61,210710.57,166627.99,468258.27,27,0,1919,10,0,3,0,236489,123.23553934340802,921651.2270756289
283,Monica Nash,196072.99,361792.63,517556.13,456857.88,347723.15,550983.32,383341.68,501234.16,188937.41,236081.79,188660.78,142141.61,18,0,1001,17,1,0,0,339282,338.94305694305694,871528.8742164953
284,Taylor Morris,166919.41,188702.64,189681.96,163052.12,257329.88,275860.8,265320.0,230693.35,311238.82,157519.08,155174.58,138780.1,17,0,2552,12,0,2,4,208356,81.64420062695925,664728.3997900649
285,Bobby Jones,44196.47,36439.94,37144.24,43095.57,48825.5,44885.72,55848.98,77687.52,41624.58,58816.56,56342.79,43833.67,46,1,3283,11,1,0,1,49062,14.94425830033506,101232.27361326503
286,Nicole Clark,69653.48,54622.2,94744.56,116450.17,68028.63,72383.94,80326.62,69631.82,70943.94,61462.06,69641.25,64246.76,43,0,2854,9,0,3,4,74345,26.04940434477926,136720.1226180166
287,Melissa Pugh,101954.93,100348.72,119788.89,113504.4,106426.11,116628.65,109275.83,78088.81,75836.99,352524.75,323049.62,212986.06,78,0,3389,9,0,3,2,150868,44.516966656830924,393915.9436270183
288,Keith Huynh,157003.88,109178.8,178568.19,149855.73,165154.14,146115.3,118366.93,164632.71,163779.81,103333.57,129456.77,106362.65,40,0,356,9,0,3,0,140984,396.02247191011236,425845.06065086793
289,David Carpenter,199483.54,172811.38,139196.92,155409.38,190794.19,135375.57,180032.07,222702.26,162672.62,388608.85,199265.19,188387.18,61,0,1308,13,1,0,0,194562,148.74770642201835,742324.7798648678
290,Samantha Garcia,107341.45,69241.33,117108.61,122043.64,71520.48,108364.52,112182.51,120907.07,208791.35,178186.16,108389.51,75898.1,26,1,578,4,0,3,1,116665,201.8425605536332,323426.4061147105
291,Stephen Thompson,56482.76,72763.86,70993.48,146866.91,95374.81,67457.78,57143.41,78849.32,70884.39,86532.71,53930.55,98386.97,51,1,3887,3,0,1,0,79639,20.48855158219707,196902.00082133675
292,Jennifer Fisher,124184.49,140685.71,91155.91,152449.81,128098.57,145376.79,136838.92,140539.1,271725.82,305132.06,243714.64,97598.91,15,1,781,22,0,2,2,164792,211.00128040973112,573274.9784940914
293,Joseph Mcgee,44347.81,34320.38,55798.74,135066.42,110068.4,115086.45,118097.04,105703.15,112175.7,139778.69,110245.57,38218.97,34,0,223,18,1,0,2,93242,418.1255605381166,161068.2275266252
294,Karen Matthews,158139.56,134877.1,125731.23,170416.71,280262.89,328364.21,262232.41,329759.67,351200.99,300803.81,398839.12,279802.02,43,1,4126,12,1,0,1,260036,63.02375181774115,851047.4538356679
295,Kevin Shah,177249.96,166796.46,195953.35,126970.55,160921.44,152237.41,139520.09,151277.24,109996.59,139965.43,137525.77,257425.49,34,1,3327,3,1,0,0,159653,47.98707544334235,395223.79070173024
296,Frank Daniel,90847.3,66051.76,99029.56,87193.6,62665.52,85451.63,54006.73,68249.09,91394.24,66297.11,123332.48,128901.04,31,0,2457,20,0,1,1,85285,34.71102971102971,346369.7441392839
297,Jonathan Ellison,79344.2,113630.27,123400.77,73036.37,72404.44,127751.46,83073.33,104601.37,99852.68,45517.7,49422.39,49264.66,26,1,3982,17,1,0,1,85108,21.373179306880964,214088.0664955972
298,Sean Miles,127960.99,96665.77,80072.32,134167.28,46761.36,50234.62,66362.89,58053.11,42704.86,71067.4,61310.64,62212.43,54,1,135,20,0,2,3,74798,554.0592592592593,228935.6239070171
299,William Klein,74076.51,58504.33,164014.45,148324.55,106788.45,45958.58,55643.24,42912.76,58848.1,69111.17,49983.42,68787.01,67,0,135,11,0,2,2,78579,582.0666666666667,231304.9511285884
300,Robert Hebert,26308.47,20641.68,33958.39,28286.83,22165.47,27126.69,30645.17,21278.29,53868.56,50566.62,63003.91,30165.8,79,1,2922,11,1,0,1,34001,11.636208076659821,63835.30962975817
301,Sean Moss,55655.06,36821.98,34543.23,57478.0,50922.45,52607.51,39147.22,129964.39,134310.9,38631.86,37256.12,49674.77,65,1,4196,16,0,3,1,59751,14.239990467111534,216529.877895175
302,Billy Levy,152866.76,232805.2,180009.69,160404.31,220226.34,240462.01,568756.15,454291.3,594135.5,480051.23,590665.67,193735.94,68,1,3511,9,1,0,2,339034,96.56337225861579,400226.8921778574
303,Daniel Moreno,125353.88,176822.7,321997.56,469824.03,510133.28,316907.59,366754.5,110255.43,157322.65,189584.02,177796.85,123090.62,22,0,754,18,1,0,0,253820,336.631299734748,629015.0395755764
304,Robert Novak,185612.97,221573.68,188442.57,154393.17,149497.42,140656.4,359757.15,300811.63,301939.01,221069.68,338262.62,347846.46,29,0,4116,6,0,2,5,242489,58.91375121477162,436397.5935034727
305,Phillip Smith,27375.87,28249.99,34194.89,32261.61,35496.87,26461.52,36216.83,43008.95,33164.92,27367.08,90332.14,38136.55,79,0,463,17,1,0,0,37689,81.40172786177106,166134.09601864475
306,Christopher Wright,66236.56,47755.26,51040.22,40430.48,115794.73,43965.28,49867.95,48085.46,57525.56,48222.14,58733.64,43682.41,36,1,1018,22,1,0,0,55945,54.95579567779961,244704.41485566978
307,Joanna Morales,238824.06,170751.84,193771.98,207612.11,149706.31,149768.63,218202.73,194852.17,447848.67,360327.35,367943.64,365767.81,70,0,4847,10,1,0,0,255448,52.70229007633588,723662.906420253
308,Elizabeth Green,71790.66,64314.4,75531.44,66902.0,153397.55,121230.69,129239.69,124691.16,124235.31,109574.45,52176.37,44597.14,79,0,1275,13,0,3,5,94807,74.35843137254902,260837.79196030204
309,Erika Torres,140656.0,173923.62,157465.53,153038.56,161076.0,126321.6,133975.54,147929.91,189107.14,211977.41,136861.3,349495.47,18,0,3766,13,0,1,0,173486,46.0663834306957,540002.8439330116
310,Christina Drake,26144.66,33169.61,27379.72,34629.25,33106.04,32784.19,55978.97,32508.32,36626.7,26076.03,20729.09,29725.26,34,1,4401,17,0,3,3,32405,7.363099295614633,111305.59649256011
311,Barbara Kim,112796.59,88790.29,252194.23,85036.84,69287.93,89300.65,84378.7,83537.39,115319.4,90789.18,97628.08,83483.92,33,0,663,4,1,0,0,104379,157.4343891402715,197151.29723158912
312,Matthew Hudson,29718.62,32792.02,33289.52,27802.83,74902.41,89215.8,59618.57,86699.7,80927.32,63613.06,82123.98,81085.07,55,1,162,11,1,0,2,61816,381.58024691358025,70660.18231952371
313,Victoria Hall,179329.36,185952.11,168227.16,381152.73,141650.4,201674.61,204477.07,134004.08,143566.57,174265.49,200158.62,213380.08,23,1,1888,4,1,0,0,193987,102.74735169491525,434481.05342344195
314,Bailey Williams,206425.91,199746.22,182609.33,386072.23,385610.15,378336.39,356318.32,158651.95,151206.19,157172.51,214875.31,192708.12,76,1,1620,15,0,1,3,247478,152.7641975308642,840024.8314015687
315,Joseph Turner,120002.59,123939.48,105730.34,126035.17,144455.84,128373.02,133271.49,187773.02,474038.19,318760.31,497970.09,138521.62,20,0,3488,8,1,0,2,208239,59.701548165137616,329104.5537881735
316,Joanna Burns,136616.41,132224.21,144041.87,98000.92,130570.24,107554.97,107852.8,131421.63,107259.5,146467.04,321041.05,436824.89,56,1,4420,19,1,0,1,166656,37.70497737556561,541801.210404393
317,Christopher Ramirez,492903.97,556320.99,517494.79,496553.77,376907.44,531686.3,333731.05,514605.85,460788.23,386572.53,143119.91,221744.58,71,0,3695,11,0,2,9,419369,113.49634641407307,551443.6780706348
318,Jennifer Newman,70329.36,128881.29,74301.94,123288.54,93407.47,123856.35,77994.83,93877.11,249096.61,173374.26,105212.89,115804.68,66,1,3383,14,1,0,1,119119,35.21105527638191,448164.911915875
319,Zachary Walker,355080.07,363761.1,200649.71,340064.88,282579.57,292607.97,292842.01,319054.58,247271.48,273075.84,363098.43,362869.11,66,0,2777,5,1,0,3,307746,110.81958948505581,341258.14531993243
320,Samuel Johnson,97336.92,77406.15,77607.45,69965.77,122861.77,100284.64,120851.77,81512.66,94570.59,96770.94,192193.4,300782.31,59,1,3967,11,0,1,1,119345,30.084446685152507,210295.41557186694
321,Carla Greer,34384.45,28150.73,39699.74,43450.2,31257.95,78417.19,74411.76,49846.06,68526.7,59581.1,43179.26,26850.53,26,0,1183,13,0,1,5,48146,40.69822485207101,125823.814475645
322,Marvin Baker,103813.17,82981.26,93380.97,115000.06,186881.45,152359.78,139742.08,157614.08,155562.95,195392.97,123962.5,111908.29,36,1,1644,13,1,0,4,134883,82.0456204379562,249677.29417657194
323,Ian Watts,56313.26,45555.69,87524.14,85284.72,35333.44,47447.78,43571.92,56489.99,51312.16,38450.8,40123.76,58370.79,61,0,93,12,0,1,1,53815,578.6559139784946,159306.4933632416
324,James White,233768.51,215181.51,170388.77,135932.41,203412.14,229213.37,188667.77,168801.43,189655.19,249162.4,229458.34,316932.53,31,1,4679,11,0,3,1,210881,45.06967300705279,854228.7599778891
325,Erin Nguyen,107694.07,128568.22,133198.44,132130.03,173662.66,171259.78,103598.93,168248.01,404295.26,291677.09,98596.42,126588.96,54,0,3151,9,0,2,1,169960,53.93843224373215,514913.4904537163
326,John Werner,123656.12,355292.36,163124.87,101954.44,132370.26,110354.64,141675.82,153469.96,117639.3,166852.62,176090.4,186317.66,49,1,792,14,0,3,0,160733,202.94570707070707,643217.0240804995
327,Stephen Jordan,62991.28,85091.24,59626.04,75114.91,75743.26,70062.34,77978.64,34529.59,20318.39,27531.07,27671.48,27414.95,35,1,857,3,1,0,1,53673,62.628938156359396,63719.97914961743
328,James Henderson,149801.77,149661.0,132620.19,223732.63,177439.59,224305.39,178958.56,379004.55,374782.04,337249.86,347068.2,210984.94,65,0,1525,11,0,2,3,240467,157.68327868852458,366956.72313193645
329,Anthony Olson,114369.44,87001.2,81187.61,118905.73,86104.32,87970.07,244013.74,84964.61,72625.55,92637.27,98445.21,84435.81,40,0,3081,10,0,3,0,104388,33.88120740019474,337236.5075032894
330,Briana Castillo,19985.48,29953.0,17705.39,26531.15,19067.92,20248.96,35956.91,35225.27,39780.38,40400.74,52625.2,23124.52,23,0,3002,18,0,1,4,30050,10.009993337774818,95381.78720671567
331,Mary Abbott,109711.95,279602.68,271727.46,84760.3,98591.97,126930.17,70324.0,76839.3,74765.88,90038.4,90289.11,112444.29,63,0,184,25,0,2,1,123835,673.0163043478261,475845.68996101996
332,Amanda Larson,171841.53,195928.35,129513.88,133088.59,197675.92,510668.81,339248.21,137419.37,192023.37,129666.63,205009.71,194157.69,35,0,4110,4,0,1,1,211354,51.42433090024331,342286.0212227037
333,Nicholas Rodriguez,99855.31,59366.62,92519.53,79722.3,64261.83,173135.28,211457.21,105869.74,98043.52,62143.05,73080.39,78656.51,43,1,3727,12,1,0,0,99843,26.789106519989268,244287.16862134487
334,Glenn Jimenez,160931.97,131650.28,177227.58,112059.61,157504.02,140800.41,126004.69,356635.73,301836.85,181253.63,182040.07,124388.09,69,0,3721,6,0,1,1,179361,48.20236495565708,533941.2784256652
335,Kara Glenn,78904.86,69991.98,79509.23,64049.91,75231.11,86414.3,157509.23,133629.55,110244.88,96851.41,60937.1,72296.85,20,1,1271,10,0,2,3,90464,71.17545239968528,274695.5191276028
336,Emily Flores,21331.4,27676.45,30252.24,24389.39,29327.2,25119.28,26509.91,19950.88,28721.91,47489.66,26170.04,18848.01,68,1,3984,13,0,3,0,27149,6.814508032128514,72933.20836898584
337,Joshua Fowler,150606.41,190758.39,165377.86,144971.49,142040.57,384812.6,318156.43,476516.19,193488.29,139275.94,201576.12,128876.6,37,0,1883,15,0,1,2,219705,116.67817312798725,579554.7783261507
338,Tyler Robbins,76239.43,99584.34,100442.46,64378.47,105691.18,107954.46,179617.25,279496.32,82874.92,68538.67,96205.97,96527.34,51,0,3034,10,0,1,1,113129,37.287079762689515,332623.062570408
339,Kevin Brown,107464.46,84313.38,101405.15,96755.6,101176.91,249371.14,224283.12,234533.31,161698.36,200713.54,105042.68,98632.21,46,1,4951,14,1,0,3,147116,29.714401131084628,309714.18841067364
340,David Miller,148635.44,187895.15,141731.27,160593.76,146721.68,120857.22,193946.73,325347.25,178204.38,170914.85,203167.57,124807.81,17,1,4350,21,0,3,0,175235,40.283908045977014,723964.0426707538
341,Amanda Ferrell,29303.21,32468.87,36575.3,25220.75,29420.45,28751.81,23634.54,58244.69,93511.83,32938.52,32991.26,31308.65,41,0,4397,5,0,3,1,37864,8.611325904025472,114652.06713104123
342,Justin Hernandez,90461.51,63996.29,94510.6,97393.14,63517.4,274914.65,246571.58,104617.04,103023.85,72227.99,76364.19,70710.76,28,1,1388,15,1,0,0,113192,81.55043227665706,259874.04780605828
343,Pamela Shelton,147756.89,144654.84,175056.79,214580.35,183255.03,437431.78,337541.16,597892.4,149497.94,177023.69,207902.7,233675.29,72,1,2766,10,0,3,2,250522,90.57194504699928,432897.5619320108
344,Melinda Pruitt,27381.8,27297.84,35601.0,36062.68,44408.61,36377.95,36999.76,40279.38,17987.54,18346.05,15857.13,23645.33,66,1,66,11,1,0,0,30020,454.8484848484849,94936.366680787
345,Robert Acosta,155802.03,187896.31,427945.99,476209.74,536037.7,525228.62,599325.99,385311.49,551103.83,578496.04,538618.25,675752.48,34,1,211,6,1,0,6,469811,2226.5924170616113,562119.3991089268
346,Angela Dixon,108974.96,131108.28,111493.22,135165.23,220171.36,243766.23,250867.86,232466.73,254894.43,103532.57,143755.4,137549.0,38,0,2329,13,1,0,3,172812,74.20008587376556,454615.47350230266
347,Diane Miller,208078.6,191297.68,188719.38,176556.08,197758.67,249766.84,233238.85,236046.11,174769.64,221726.3,61188.14,84556.1,68,1,3930,23,0,1,9,185309,47.15241730279898,366840.1873714094
348,John Burnett,44702.34,34899.42,58166.48,44977.83,39868.03,45925.11,64912.68,68050.76,110042.16,58453.61,43338.06,49211.69,63,1,1419,4,0,1,2,55212,38.90909090909091,114027.55733170963
349,Laura Hale,118209.24,119728.11,172094.66,207004.75,137750.89,224934.91,278305.38,134412.23,151183.33,131559.7,116688.25,176875.16,45,1,4432,7,0,3,1,164062,37.01759927797834,354309.2571058448
350,Maria Johnson,136559.27,99848.8,101711.8,139302.86,88649.96,79736.09,111048.52,103791.06,78171.92,184943.42,246793.78,157467.75,23,0,2240,7,1,0,1,127335,56.845982142857146,245344.32713569765
351,Paul Williams,190247.92,117618.18,158697.42,167925.0,204562.57,170652.95,392538.79,409714.0,431603.27,580566.75,379490.71,382330.68,68,0,4209,9,0,1,5,298829,70.9976241387503,637514.2892806495
352,Jack Strong,105192.78,118152.3,120280.74,131746.57,134715.82,120787.84,178492.55,343543.34,354785.26,128189.9,118270.0,138619.49,56,0,1106,4,0,3,1,166065,150.1491862567812,442466.4304009757
353,Peggy Morales,144995.61,218597.16,179851.97,194292.01,232965.26,194612.38,170475.3,156296.83,199482.61,393823.6,187116.12,168464.97,36,1,2740,16,1,0,0,203414,74.23868613138686,736412.5984334631
354,Patricia Moore,157148.43,179607.81,147969.97,127476.93,167390.48,110000.08,103762.47,171553.36,288334.2,261862.25,188951.66,111657.96,67,0,3945,6,1,0,1,167976,42.57946768060837,712348.6278995642
355,Jennifer Jenkins,128895.69,197493.73,135620.33,124508.77,314465.74,314466.47,419270.66,304305.25,145441.57,186537.03,110645.63,199147.1,71,0,1533,7,0,1,3,215066,140.29093281148076,368423.98779373063
356,Rick Brooks,67231.81,51113.39,45499.88,48192.13,48213.53,60214.55,45730.8,60758.36,43708.1,133921.72,141357.16,44530.03,76,0,2688,13,0,3,1,65873,24.506324404761905,199942.94278306898
357,Katie Willis,33995.9,38764.83,43934.72,38244.13,38700.25,42135.23,33021.82,45679.43,30041.01,25559.32,32764.27,92989.45,77,0,1659,5,0,2,0,41319,24.90596745027125,91682.30470324663
358,Nicole Gallagher,50825.74,38047.66,51584.41,55010.07,37524.46,47694.18,58729.31,47055.62,39602.19,32759.41,48876.09,141677.17,48,0,830,15,1,0,0,54116,65.2,162066.43326040875
359,Katie Krause,85359.15,81077.48,63589.09,69646.0,112312.87,160791.41,87914.99,72169.91,84838.88,66744.14,65228.93,74722.33,45,1,1897,12,0,3,1,85366,45.000527148128626,199811.94105251192
360,Amy Spencer,43643.14,46977.83,44924.52,17474.65,24814.54,31237.85,27306.98,30682.84,18127.94,28000.33,20166.31,17605.61,42,0,4798,17,0,2,2,29247,6.095664860358482,95817.98401529205
361,Terri Hobbs,25260.45,25895.71,36624.64,25756.4,25934.56,23319.63,26830.82,69135.0,36937.26,41887.09,39325.29,35424.65,54,1,568,8,1,0,0,34361,60.49471830985915,90442.63360142853
362,Paula Martinez,230619.99,140950.77,179574.05,222402.42,181183.18,158795.86,204843.44,231852.26,245109.4,220965.04,159140.29,80430.62,25,0,1264,16,0,1,10,187989,148.7254746835443,321650.2732921025
363,Andre Carter,66466.43,59209.54,49001.3,163550.46,162290.45,135097.87,134773.77,60801.77,49587.31,67107.73,39668.15,66888.22,53,0,1312,7,1,0,1,87870,66.97408536585365,172693.96879774288
364,James Rogers,127795.04,120171.49,152620.26,146566.75,164461.75,182274.17,211630.9,294479.82,354472.1,194284.92,208188.69,135205.23,31,1,4719,7,0,1,1,191013,40.47743165924984,786411.8330624503
365,Daniel Griffin,166034.1,223149.69,221072.2,177575.32,143820.87,194884.19,168430.36,163929.9,228788.14,241574.12,196036.98,380623.99,27,0,2927,4,0,3,0,208827,71.3450632046464,435608.352677622
366,Gabriel Gibson,89796.89,68378.17,96367.89,60950.33,83162.34,83237.19,106296.36,102788.64,232800.51,87808.82,66645.44,104161.67,64,1,4060,5,0,2,0,98533,24.269211822660097,306222.03537036135
367,John Barker,168772.71,151067.28,174879.65,187340.22,332610.15,121985.01,142772.6,175808.76,120934.12,180095.68,126876.1,179794.59,62,0,599,14,1,0,0,171911,286.99666110183637,627097.7624531687
368,David Terrell,137224.14,150539.69,221295.58,167605.17,158474.23,122769.7,120301.83,124237.68,155704.62,138022.51,171998.45,137203.74,46,1,1934,12,1,0,0,150448,77.79110651499482,388590.3353299595
369,Mark James,163618.74,416261.99,545975.88,472116.88,447393.66,310019.4,374548.96,555991.21,502910.29,422932.44,149956.01,131149.75,24,1,765,22,1,0,3,374406,489.41960784313727,634006.8177418512
370,Melissa Foster,135479.7,137655.28,110845.33,131235.94,115857.09,141660.85,138406.51,514134.08,470849.57,370818.07,153181.68,123006.64,50,1,4730,10,0,3,2,211928,44.80507399577167,418617.64381988195
371,Deborah Harvey,80469.34,106696.49,128135.9,98382.62,321012.11,324980.45,311189.83,250827.73,243631.74,336407.65,333013.01,73924.98,25,1,3255,12,0,3,6,217389,66.78617511520737,256570.14187682013
372,Victor Wiggins,194838.72,125682.21,375423.54,378578.92,529680.22,581975.13,484331.75,446035.63,370554.67,491248.78,383897.91,370187.42,50,0,623,19,1,0,7,394370,633.0176565008026,776275.5239042811
373,Karen Mcdaniel,182091.37,213448.29,134606.36,238623.24,164517.83,502984.72,339411.61,141367.4,177951.53,188407.98,229484.5,184388.78,27,0,2775,6,1,0,0,224774,80.99963963963964,659259.6630195432
374,Kenneth Monroe,42206.19,47258.96,35311.51,38843.14,103486.06,140148.79,131795.42,96041.7,103400.33,148927.94,114221.6,141993.76,68,0,157,9,0,2,7,95303,607.0254777070064,191632.99842258796
375,Andrea Joseph,144280.28,412879.07,458626.54,390527.09,216066.14,227314.31,136815.44,195410.17,144633.93,187120.52,164246.13,205093.77,33,1,2092,7,1,0,1,240251,114.84273422562141,653784.310343863
376,Anthony Clark,63726.92,50554.01,63707.49,58272.89,57844.91,117393.06,173801.1,145758.69,198385.62,171739.33,197698.82,64929.05,35,0,724,7,0,3,5,113651,156.97651933701658,138341.65583086826
377,Stanley Shea,36711.64,32651.9,33682.05,84902.89,86109.24,119564.62,80450.12,98415.39,136960.29,56895.99,56380.44,53651.08,75,1,849,4,0,2,5,73031,86.02002355712602,122602.73539797356
378,Connor Foster,89650.71,235094.02,183178.82,134505.25,149449.67,148491.24,86146.36,84447.16,115725.51,111083.18,106808.32,90139.03,73,0,453,20,0,1,1,127893,282.3245033112583,542721.2127481932
379,David Adams,43908.5,29043.06,46346.52,44482.95,30016.17,37020.57,46469.11,48806.42,96745.6,30604.02,42733.8,31767.34,21,0,1139,10,0,3,0,43995,38.62598770851624,152791.8579376053
380,Kimberly Baker,111167.76,123231.47,163961.31,210004.45,311089.86,118610.27,121699.41,99873.89,132512.34,137096.34,136638.65,103662.64,27,0,2167,4,1,0,0,147462,68.04891555145362,371591.1475171804
381,Melanie Gonzales,39535.79,31266.24,43052.32,39748.03,51902.52,51690.06,106897.81,67263.08,92161.09,99433.8,116754.35,35802.16,24,0,1373,4,1,0,0,64626,47.069191551347416,120030.84615216138
382,Alexandra Mcdonald,146091.7,183278.39,160515.38,211350.17,196628.93,136081.5,125101.15,182522.54,615405.13,134035.34,142284.16,126931.29,43,1,1633,18,1,0,0,196685,120.44396815676669,595112.3706635709
383,Brenda Beard,62152.12,48605.39,90521.2,56518.72,70343.39,57010.59,44045.84,56096.97,43050.27,67026.39,62525.9,67929.99,25,1,1864,19,1,0,0,60486,32.44957081545064,222228.16783323482
384,Susan Rodriguez,226558.51,193751.99,138462.78,183474.08,111785.73,154950.77,152882.19,83691.39,131810.27,120110.82,106015.05,139585.87,75,0,4348,7,1,0,0,145257,33.40777368905244,281651.1973014029
385,John Sandoval,85260.15,91128.07,96970.48,113914.37,113156.22,106239.51,79479.16,93708.36,79900.85,302497.25,116101.05,138326.96,17,0,3529,13,1,0,0,118057,33.45338622839331,341613.92711961066
386,Adam Murphy,160695.42,205647.75,180032.36,126398.36,204563.77,145279.81,202618.08,285997.48,118794.19,135130.75,192443.1,200074.0,38,0,3575,13,0,2,0,179806,50.29538461538461,475494.41958805535
387,William Lee,225660.13,176335.07,168653.08,177160.85,218678.68,227149.94,234585.19,201562.56,136924.57,232758.95,183962.31,462174.47,56,0,3757,14,0,1,0,220467,58.68166089965398,740687.4153689598
388,Andrew Ray,209418.3,94496.7,86849.19,135539.35,152727.76,155474.09,122381.76,95203.87,125405.53,85459.5,119218.6,87507.29,80,1,3739,12,0,3,0,122473,32.75554961219577,395929.9328962542
