,Name,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Age,Gender,TransactionCount,Duration,Peak Season,Before Season months,Months left for End of Season,rate,AVG Sales,Loan Amount
248,Jeremy Estes,204291.69,169781.96,631230.88,402624.92,589913.89,172902.95,233041.35,212450.31,229973.35,243006.89,216667.46,185188.15,34,0,2410,12,1,0,1,120.7149377593361,290923,459438.99229397246
249,Robert Morris,27032.82,24654.74,21860.03,24944.51,19856.25,26560.06,26674.05,25520.76,78226.52,76576.28,68104.4,66893.04,27,1,607,11,0,3,3,66.84514003294893,40575,96377.49921128247
250,Paul Meyer,26921.87,24164.29,32765.83,39565.73,62638.23,49752.37,47286.02,80115.78,28117.36,26592.88,31653.68,41123.68,39,1,1307,5,0,2,3,31.286151491966336,40891,137800.7266244296
251,Michael Paul,74049.42,82324.53,89995.89,221073.52,215146.55,291384.75,72811.57,87084.75,88519.46,100691.41,119222.13,115612.61,80,0,1869,11,0,3,2,69.46281433921884,129826,219812.52725541667
252,Krista Evans,40214.27,52691.82,51525.01,47129.53,51975.64,44734.02,51435.46,61233.46,44232.15,89875.79,84155.5,41692.99,45,0,1784,12,1,0,1,30.871636771300448,55075,224865.16417405056
253,Michael Wright,158998.61,129844.78,142815.34,172450.22,187809.71,184021.46,135912.33,139753.78,181004.5,326236.65,521214.42,162566.74,45,0,3092,11,1,0,0,65.83182406209573,203552,465523.40402923257
254,Denise Caldwell,242004.13,143842.2,215322.24,180495.15,141400.83,236176.02,150015.0,562307.54,568592.29,440762.37,450472.51,522366.54,76,1,315,13,0,1,4,1019.5111111111111,321146,693464.2780339824
255,Sarah Mcguire,143491.23,369997.56,101579.41,83682.8,90942.38,136741.84,138437.96,149417.85,120059.81,91286.97,146971.93,118736.6,77,1,4335,9,0,1,0,32.51349480968858,140946,386333.7998707097
256,Abigail Garcia,168120.16,198760.3,134242.96,229837.63,184332.89,340713.44,343548.96,133355.77,187160.52,158989.36,141222.53,184479.53,20,0,1198,5,0,2,1,167.2762938230384,200397,718713.3812936565
257,Brian Lambert,117525.57,228496.59,221499.02,142107.46,195610.13,162628.76,168198.18,168123.57,130917.22,155556.2,119793.04,93285.1,67,1,762,10,1,0,0,208.1955380577428,158645,649324.9587861289
258,Alexander Kirby,168676.93,99031.46,234220.36,178853.12,128450.27,102891.7,179377.94,158881.43,160629.13,136322.16,106032.49,164878.03,29,1,4961,13,0,1,0,30.54222938923604,151520,537821.3528556001
259,Kelly Goodwin,28401.12,23783.77,24627.38,20297.09,27279.41,25300.24,28462.34,26110.03,32339.26,29891.29,32244.21,67107.32,30,1,910,6,1,0,0,33.502197802197806,30487,115490.06110158844
260,Traci Salazar,75418.97,91455.77,107656.95,89449.32,115927.93,87080.6,117838.34,80080.24,75266.57,94866.7,117511.58,121373.46,40,1,2745,24,1,0,0,35.638251366120215,97827,467670.1229163771
261,Tyler Wade,27711.26,34176.17,30152.51,24170.23,27402.65,33972.72,31439.42,35435.76,36586.04,22190.99,41284.19,43802.66,52,1,870,4,0,2,1,37.195402298850574,32360,82485.20085371632
262,Robert Walker,42110.02,49601.67,47510.96,56041.31,66463.09,65378.0,65980.1,63013.36,47145.49,55250.79,123143.66,110915.65,32,1,376,10,0,1,1,175.65425531914894,66046,208348.61588856403
263,Nicholas Leonard,144506.29,144098.42,175263.41,169786.28,118257.15,169024.39,124237.97,146783.54,162906.7,143398.36,489949.09,139869.93,24,0,1874,14,0,2,0,94.63180362860192,177340,733104.8126510754
264,Arthur Patel,363437.56,295511.85,357885.1,277455.31,280600.6,318117.14,331531.1,430517.16,332147.32,376930.6,291449.38,456161.89,80,1,4542,10,1,0,7,75.43923381770145,342645,409402.65787880775
265,Andrea Riley,87442.01,244747.39,205452.22,158249.49,144076.75,150086.83,67335.58,68369.13,85485.78,87887.23,86263.5,71579.23,27,1,392,8,0,2,4,309.73214285714283,121415,272000.5914693193
266,Larry Mccarthy,55876.51,57176.22,48335.84,61392.09,65436.55,49000.6,54475.88,106289.39,75561.45,87556.07,117194.64,107849.08,64,1,1193,16,1,0,2,61.898575020955576,73845,209221.70276119758
267,Christopher Edwards,30706.96,31464.25,20163.83,54879.53,54119.04,37888.63,47644.96,48634.36,39780.13,39285.9,54978.64,66556.28,67,1,4850,7,1,0,3,9.039587628865979,43842,53686.754703215236
268,Joshua Leon,178751.55,133351.33,190121.44,176955.91,125568.38,138770.47,131768.69,149284.45,134838.71,199007.22,182391.48,257716.76,57,1,1112,10,1,0,0,149.76978417266187,166544,444264.5610240265
269,Brian Johnson,74090.41,71007.95,111064.66,75652.08,82213.71,140761.75,247248.54,149057.18,153726.15,203204.32,228805.25,236306.38,23,0,1819,21,0,3,6,81.23254535459043,147762,388122.6393122114
270,Karen Hall,50385.49,53773.51,51944.75,54504.81,49684.02,50141.6,40870.22,37976.0,37455.49,55462.85,38999.76,85012.62,72,1,384,14,1,0,0,131.55729166666666,50518,120522.94332493613
271,Mary Fowler,28283.44,30915.81,24916.4,18358.88,21853.31,20129.85,30055.57,19561.83,29748.64,28673.92,27759.99,57060.95,32,0,4223,14,1,0,0,6.656405399005446,28110,79370.01407079631
272,Christine Green,106568.87,113229.4,87593.62,111379.43,103566.1,183815.21,200140.43,198222.43,178398.88,215933.75,247569.28,92892.09,28,0,3192,9,1,0,5,48.0187969924812,153276,190708.71193886656
273,Cassandra Roberts,69641.5,74287.69,51529.71,58758.41,61284.91,43817.64,55238.37,54742.06,45369.79,72900.53,114804.73,127997.75,15,1,277,12,0,3,1,249.81227436823104,69198,153958.90256682746
274,Christopher Anderson,76573.98,88154.37,74151.14,98573.19,78637.72,85512.84,105561.73,108399.75,104537.53,107716.9,168389.65,84016.22,19,1,4691,6,1,0,0,20.966105308036667,98352,298412.1163983458
275,Robert Smith,115246.85,191895.75,210278.84,151208.29,114022.48,194057.72,185540.27,209440.88,280395.79,303954.87,374419.02,184815.33,17,1,188,8,1,0,2,1114.9255319148936,209606,528170.3740766047
276,David Morse,168793.95,162503.09,175178.62,209590.91,502748.8,333670.28,336106.51,313489.12,161789.52,187917.71,171034.34,174519.03,15,1,1261,13,1,0,1,191.4710547184774,241445,451085.56762438425
277,Amber Hansen,111895.84,478944.19,170992.24,146947.26,179407.97,133138.47,121841.01,175100.28,111670.69,148242.61,123016.48,147785.06,48,1,2973,7,1,0,0,57.43323242515977,170749,542202.5443750742
278,Dana Jones,32791.52,59893.2,109129.7,108386.46,147772.45,166621.78,47235.53,33864.58,36807.61,57526.84,58843.66,53990.93,77,0,113,8,0,2,3,673.2035398230089,76072,185940.98751215838
279,Rachel Caldwell,67743.13,64162.29,182356.34,136904.67,164729.24,170732.2,157558.9,121917.38,58170.18,63261.78,79480.93,98572.46,78,0,1140,16,1,0,0,99.82368421052631,113799,261745.57989345214
280,Troy Hampton,184198.51,193359.59,401388.62,271618.76,252434.43,412914.04,293570.87,397901.98,384883.6,191649.73,176437.25,130963.66,56,0,2247,6,0,2,6,122.0636404094348,274277,404258.01819457527
281,Alexandria Williams,152156.08,163707.78,337831.88,237331.43,123942.85,156987.31,192859.34,186374.19,192460.87,123895.68,122033.16,106512.3,30,0,67,16,1,0,1,2607.0746268656717,174674,555219.7119105574
282,John Jenkins,153975.98,173668.73,166321.16,210410.03,234405.06,178803.78,193160.93,246504.35,177476.49,161152.68,138257.5,483561.29,18,0,1123,13,0,3,0,186.82813891362423,209808,617098.1267535398
283,Rachel Jones,315014.38,407514.38,131845.05,226705.57,183942.75,172487.04,174072.56,166540.99,196302.22,205368.47,213612.17,226352.73,66,1,3022,15,1,0,1,72.24123097286565,218313,686681.5408426923
284,Amanda Zimmerman,210138.2,127552.07,130875.56,474357.53,534197.5,397310.89,607109.45,585556.03,351423.92,163781.63,125313.11,143157.18,59,0,2269,8,1,0,3,141.42706037902158,320898,751939.3212292846
285,Katherine Smith,88714.54,56751.82,92598.33,145231.47,134090.82,146655.55,126605.31,205136.9,161316.2,126025.76,90467.18,71796.35,42,0,4076,8,0,2,6,29.550785083415114,120449,186698.36961276067
286,Jessica Sanchez,197303.31,139614.12,173835.68,145803.08,157521.64,441688.35,310215.32,315696.54,321599.13,405883.33,314432.06,319578.31,36,0,2536,10,0,3,6,106.57097791798107,270264,605743.3495379396
287,Justin Cook,101532.08,102754.84,63049.25,92806.75,82813.45,70108.4,147601.52,239586.98,70310.53,77828.4,79840.24,71216.81,40,0,326,10,1,0,0,306.60736196319016,99954,274251.9037577009
288,Samuel Martin,350789.04,339644.88,170021.79,147593.03,172332.34,211177.0,233059.64,222444.79,171407.85,181671.09,189457.43,190081.5,19,0,1651,8,0,1,1,130.20775287704421,214973,430346.4693431752
289,Jennifer Higgins,130523.36,128805.98,148120.8,228563.54,226392.74,194678.0,144191.66,385314.63,191069.67,198941.07,201439.52,162421.01,63,1,2149,10,0,2,0,90.75756165658446,195038,661194.9462405862
290,Brianna Johnson,98484.54,89859.98,94601.62,75859.72,68555.91,145683.95,60043.4,67116.75,70889.73,102508.2,93593.86,64098.68,63,0,4158,14,0,2,0,20.66883116883117,85941,250340.98998882461
291,Jerry Martinez,34659.44,39086.29,21869.85,37070.14,28223.47,30674.84,23062.6,39954.4,26105.99,25573.84,29837.68,60988.19,32,1,234,9,1,0,0,141.4188034188034,33092,140521.41518798785
292,Terri Mckenzie,49461.26,43532.54,48644.14,39597.71,52467.07,41259.64,61956.55,148049.68,160216.45,129939.89,132760.62,94485.31,19,0,268,7,0,2,4,311.68283582089555,83531,181072.04752102258
293,Jason Berg,108092.12,82918.29,127231.13,99410.57,243292.71,203720.2,337171.55,310369.64,235995.45,354631.62,280084.62,272138.31,30,1,3398,18,0,1,7,65.11330194231901,221255,391525.2405792782
294,Jennifer Jones,171852.03,113386.52,324393.97,252071.29,297939.85,287046.5,277044.36,318162.95,341160.59,260125.33,264653.77,364594.55,76,0,2829,23,0,2,9,96.39554612937434,272703,740785.1116842444
295,Michael Ferguson,34586.8,28540.11,34938.82,37727.84,83353.38,75128.88,64199.79,69805.83,89094.83,71358.91,65238.91,69426.25,48,0,3379,4,0,2,7,17.840485350695474,60283,109120.32375631579
296,Kevin Sanchez,31208.65,29148.27,47304.84,49109.48,69505.87,70145.81,47864.52,35911.06,27800.8,43599.93,37072.44,46215.88,49,1,2501,8,0,1,2,17.82247101159536,44574,151365.95780692896
297,Jay Russell,153108.53,47186.12,39695.69,50518.48,40021.68,44941.26,45551.12,40045.73,49700.28,55683.89,64118.25,68305.58,58,0,2414,7,1,0,0,24.125932062966033,58240,188205.7035456139
298,Megan Scott,56321.05,45074.04,46353.99,50125.53,45601.62,85135.95,80620.2,91039.36,57863.48,53403.36,37608.81,57530.25,47,0,21,7,0,1,2,2804.285714285714,58890,109224.72873385431
299,Wayne Compton,166556.21,189769.96,563480.99,508912.14,406062.0,511179.96,524293.06,447747.29,597824.69,394870.12,200883.38,169700.11,34,1,1998,9,0,3,7,195.24874874874874,390107,424069.7294233264
300,Joshua Buckley,66920.9,61863.83,64445.39,90062.84,124843.7,148340.28,152100.75,97599.15,57003.36,88914.44,85569.38,94995.54,29,1,1193,9,1,0,3,79.11818943839062,94388,292688.1666154722
301,Gloria Rose,182279.96,144920.68,148158.66,174033.97,154922.98,185376.43,150552.86,178539.54,106447.54,113195.67,261631.71,127719.95,42,1,3301,8,1,0,0,48.666464707664346,160648,311128.9710469907
302,Jessica Oliver,85058.68,80318.15,81736.17,73086.36,113664.35,71282.67,83609.34,289409.12,288032.01,229580.33,101633.53,72328.31,67,0,113,9,1,0,2,1157.6283185840707,130812,200198.6911952973
303,Marilyn Walker,57312.15,77431.32,87832.85,85380.91,78132.13,83328.51,64715.57,51829.67,89349.1,202345.8,84208.63,71471.39,17,1,4856,15,1,0,0,17.7331136738056,86112,279068.4829989594
304,Pamela Fisher,144120.44,375605.66,212368.59,128061.29,189125.49,155746.9,134542.25,179182.83,187566.1,149594.27,175460.95,162474.94,58,0,2276,5,1,0,0,80.3255711775044,182821,489353.35031631007
305,David May,33020.57,40168.98,45151.38,29894.17,45583.39,44762.45,35991.85,82151.06,85203.55,58001.26,86953.69,58279.49,41,0,1767,8,1,0,2,30.426146010186756,53763,121802.76264282489
306,Alyssa George,111123.01,163043.54,101077.02,149164.37,122132.77,121292.27,75482.46,111374.24,110438.84,79082.09,104070.82,71277.82,65,0,2526,4,0,1,5,43.53246239113223,109963,259223.98958592233
307,Johnathan Kennedy,75903.84,83008.89,55878.37,234037.29,184194.69,200626.52,156345.67,207482.56,195457.32,207560.28,53353.03,73845.19,19,0,1626,15,1,0,2,88.54489544895449,143974,227707.76625601115
308,Sara Downs,145172.49,144129.92,106920.31,99713.18,136787.92,98360.33,279813.03,274431.15,245895.69,257393.6,247844.65,102344.37,33,1,1243,21,0,1,4,143.39018503620272,178234,552045.5488478885
309,David Blackwell,35920.51,58574.29,44558.66,33131.33,38489.84,40273.61,54343.51,36882.22,46260.23,172878.59,150484.7,32739.31,78,0,3326,4,1,0,0,18.654539987973543,62045,94409.75033279831
310,Jack Gonzalez,217289.94,223619.94,165328.17,199065.82,212431.11,126426.34,145427.35,173049.34,131078.82,134745.2,221591.48,432107.73,55,0,2327,11,1,0,0,85.30855178341211,198513,393708.2241725154
311,Brandi Bailey,111758.38,263801.52,442797.29,293777.37,361421.4,376598.09,249739.05,294276.63,182389.17,172960.85,118339.09,111036.09,38,0,3522,12,0,3,6,70.48296422487223,248241,682459.985913369
312,Kelsey Nichols,245198.4,199855.38,201020.97,123670.67,90180.48,80362.9,98491.74,76422.73,106584.6,99312.48,132680.74,95839.85,47,1,2434,13,1,0,2,53.054642563681185,129135,439307.3726016889
313,Deborah Butler,146496.44,248451.03,313372.99,139782.44,141657.39,121566.71,89540.38,101996.06,109224.87,104520.15,149515.55,147631.59,26,1,4609,9,0,3,1,32.793664569320896,151146,395950.8913133718
314,Ashley Day,74829.84,107983.34,70151.57,201986.08,128342.11,128667.5,117200.61,114787.66,72691.2,71690.79,65203.33,69297.46,57,1,3781,9,0,3,2,26.9513356254959,101903,419591.950886043
315,Rachel Mclaughlin,93527.83,124455.72,114263.68,100849.13,148502.53,156444.89,136525.47,149240.27,260382.27,126220.84,153576.41,141971.66,59,1,2782,7,0,2,0,51.10100647016535,142163,317720.14408118196
316,Terrance Bailey,146267.05,158348.51,140447.9,166269.17,284761.42,194010.8,283290.98,178706.11,125260.76,129922.13,159342.31,113466.8,73,0,3665,9,1,0,1,47.29631650750341,173341,645578.7893505272
317,Anthony Sanchez,174840.97,132737.97,112920.22,160530.31,139264.46,124751.91,172807.31,187294.36,145665.37,160984.14,429800.38,378644.99,32,0,3837,6,1,0,0,50.39197289549127,193354,306421.6948597026
318,Frank Long,91643.78,93091.31,138777.03,152312.64,132619.14,108879.55,102031.94,146660.5,136826.74,82217.74,59010.97,54047.38,18,0,1960,16,1,0,4,55.19234693877551,108177,299031.1285351152
319,Kimberly Smith,215295.98,162582.8,141667.49,143621.59,194878.8,350263.91,380081.47,422065.09,560123.73,191784.4,177659.38,224615.73,56,1,3306,22,1,0,1,79.77011494252874,263720,897537.1439538905
320,Michael Burke,150674.75,130688.62,145330.06,98819.47,85938.2,155640.67,107677.73,112691.02,117408.16,155662.78,215519.42,130919.55,58,1,1916,7,1,0,0,69.89248434237996,133914,258281.0155224598
321,Ernest Rivas,115496.27,234049.93,189626.82,196475.15,140895.44,182638.18,206297.26,162861.66,180820.03,138722.8,174501.33,154963.56,35,0,1412,5,1,0,0,122.60056657223797,173112,479280.04418139474
322,Ana Richards,147537.13,134606.23,136633.67,176646.35,202967.52,153975.37,151577.39,136058.71,185529.44,275980.64,154614.23,126446.14,70,0,3417,3,0,2,0,48.35059994146913,165214,376599.0098449736
323,Bobby Valentine,109722.88,112449.32,123592.24,142010.68,99193.85,109884.56,86899.52,110724.61,46937.17,63246.62,46120.22,53888.81,16,1,747,6,0,1,7,123.2342704149933,92056,133042.12938278416
324,Raymond Harris,172679.68,111023.06,148314.72,257459.25,306145.49,397905.37,278753.04,438594.91,335392.27,335068.73,98151.33,159385.09,59,1,1821,9,0,1,6,139.0658978583196,253239,270234.6415507238
325,Tracey Thomas,55470.17,55857.57,90559.53,107399.25,123048.33,92063.87,117422.49,132890.66,122879.33,91194.19,113407.58,119542.3,49,1,3453,16,0,1,8,29.484795829713292,101811,351909.76765868964
326,Andrea Cox,47790.24,51613.37,38529.32,39402.79,39811.62,36632.11,39871.66,48789.22,42753.55,104286.45,93974.99,76230.91,30,1,4522,12,1,0,1,12.157010172490049,54974,206144.76385299288
327,Gregory Fuentes,72759.93,73952.17,100843.19,81127.58,87804.13,96520.15,70894.78,89855.74,19484.98,35221.53,32658.0,34051.89,68,1,2036,5,0,3,7,32.54666011787819,66265,58950.05745482477
328,Kathleen Hughes,195256.35,209453.7,236084.48,215257.22,161768.54,232931.18,210923.08,156205.24,476756.96,410055.86,130337.53,234964.24,30,1,1247,16,0,3,1,191.79310344827587,239166,783512.9628616793
329,Madison Evans,124925.38,391024.87,144253.56,102866.33,106792.76,113141.43,78465.95,118589.28,100760.45,103730.19,108268.8,92216.48,78,0,414,9,0,2,0,319.048309178744,132086,394496.5910706237
330,Melody Ballard,40216.25,66997.44,61867.74,54802.24,56926.92,48396.49,60757.88,71728.55,96017.07,74506.71,96464.92,87329.85,64,0,4880,9,0,1,4,13.934631147540983,68001,167789.73080956977
331,Lisa Willis,157071.54,500017.65,542886.26,530960.09,581880.83,458206.74,531677.27,389203.79,361137.71,546459.0,508804.94,160488.9,19,1,101,12,0,1,9,4347.188118811881,439066,581738.4296484586
332,Julie Wilson,122403.38,162985.29,216834.48,508158.6,497729.36,348321.26,423121.69,174111.99,126700.94,177013.11,139971.05,176949.67,30,1,3951,7,0,2,3,64.84231840040496,256192,374429.8714700658
333,Gregory Hancock,104519.95,311361.7,299822.54,89358.7,93074.2,135378.46,95487.83,123663.35,114886.8,151754.72,97824.37,112817.54,66,1,4595,10,0,2,1,31.373884657236125,144163,310079.1668350629
334,Michael Phillips,230071.97,164098.57,235894.48,143416.09,178619.16,238862.68,204919.71,539349.32,630673.66,211788.08,231065.71,172377.66,58,1,3562,7,1,0,1,74.42307692307692,265095,614355.665267895
335,Michele Thomas,180560.82,145474.04,146023.33,158416.55,166064.79,222045.91,172762.18,164380.19,88947.87,79619.57,89112.65,90927.75,79,0,4504,4,1,0,4,31.533747779751334,142028,247600.8646984082
336,Elizabeth Heath,108756.31,139571.01,80152.95,349491.87,301198.39,314644.88,261931.7,396192.45,315268.25,401587.48,260843.2,120850.17,32,0,4145,7,0,1,7,61.328588661037394,254207,250445.95709884958
337,Melissa Barry,40451.17,31756.19,28288.36,30854.74,32709.0,26242.95,41456.62,38179.0,69349.94,36275.53,33415.37,27276.22,53,0,3030,11,0,2,0,11.998349834983498,36355,100485.51704839253
338,Craig Schwartz,60794.2,60308.88,90384.8,68984.26,58290.43,77719.43,74558.21,94148.44,51263.91,88030.56,57990.93,46802.64,70,0,3515,6,1,0,2,19.660312944523472,69106,84251.50686489114
339,Blake Padilla,82027.48,78193.52,76218.74,88044.8,97138.54,62775.11,86119.9,75458.57,94609.94,120131.95,79277.09,59131.01,72,0,4864,7,1,0,0,17.11780427631579,83261,195561.34238501338
340,Heather Sellers,210540.04,158819.53,257885.15,330191.96,362301.94,360371.8,375318.23,238194.83,322331.0,285588.13,245670.55,131553.63,79,1,777,5,0,3,8,351.64864864864865,273231,653435.841077974
341,Brian Meza,113776.19,115243.13,94307.59,94030.03,68436.35,181474.19,240342.43,278194.37,285686.99,218304.86,76878.23,89338.99,44,1,313,10,1,0,1,494.14696485623006,154668,256972.87712352406
342,Luis Scott,157369.32,145736.05,108573.87,110664.44,160841.82,134228.8,121514.33,212836.31,132476.73,158190.68,147694.79,131956.88,75,0,3430,5,0,1,0,41.83877551020408,143507,394603.18148577365
343,Douglas Jackson,91848.39,102474.61,127527.44,114308.57,116338.77,109065.56,137804.1,119949.15,201558.12,93867.8,118345.74,81072.54,44,1,2179,16,0,1,0,54.08306562643414,117847,486342.8677897763
344,Blake Solomon,47675.99,49595.16,72231.46,84853.64,55857.48,141112.46,110069.15,182443.8,117865.89,136853.23,110746.38,68877.38,16,1,3746,10,1,0,1,26.209823812066205,98182,181009.60687237547
345,Kevin Vang,34907.76,48377.4,38223.44,43868.45,50500.09,34817.28,77851.36,67895.8,45241.14,65073.96,35252.0,40739.22,61,0,1802,6,1,0,1,26.948945615982243,48562,166244.03309919537
346,Michael Moore,173549.04,217560.53,139543.25,156723.31,165554.06,213454.07,168240.81,638891.1,548232.07,395587.41,240707.45,217636.78,26,1,1123,4,1,0,0,243.07479964381122,272973,700867.9533538338
347,John Cooper,170459.48,240981.06,184656.11,149122.49,255473.94,228546.01,228299.11,140887.74,448466.98,368635.36,172985.24,194675.51,45,1,2434,21,0,3,1,95.28841413311422,231932,877360.004947805
348,James Anthony,31264.61,28446.25,39122.03,86735.82,60301.81,57731.25,71526.11,62055.29,61040.83,33901.22,28594.86,39190.45,51,0,3223,20,1,0,0,15.511324852621781,49993,164984.17998861155
349,Amy Miller,529280.03,489386.94,504506.67,382632.87,487940.2,196323.99,210107.0,144325.36,197442.54,148110.18,147896.51,182159.03,70,1,1445,21,1,0,1,208.77231833910034,301676,753726.9915028667
350,Matthew Farley,193477.48,140328.78,164915.42,210508.98,192558.59,165774.51,195102.09,173634.44,205245.71,194415.54,169821.43,469130.6,47,0,3463,12,0,3,0,59.55616517470401,206243,678909.2639006901
351,Amanda Conway,226363.68,225758.72,174609.41,470654.03,431554.95,305487.84,214420.08,215943.68,189400.27,240271.49,209539.16,150287.3,52,0,4495,10,1,0,1,56.6238042269188,254524,696618.6450844998
352,Derek Khan,118732.59,134259.67,143827.67,124347.22,101031.45,84979.14,127857.18,150796.01,272298.86,259065.05,140908.82,140053.29,21,0,3994,5,1,0,0,37.5177766649975,149846,301415.1773219
353,Jennifer Dennis,49426.01,52690.78,65194.22,196342.93,226782.16,180240.06,208117.31,141188.58,47189.15,66023.78,61729.41,65182.54,35,0,3800,6,1,0,4,29.826842105263157,113342,269398.4783911671
354,Theresa Barnett,35457.05,35534.49,25006.74,22094.97,33442.71,33016.3,26518.86,20922.01,24125.47,19508.46,27624.14,63781.21,63,1,595,13,1,0,0,51.405042016806725,30586,71097.32184686685
355,Michael Kelly,138304.02,171615.49,208505.74,136948.56,129647.19,205194.2,171427.35,161608.75,130799.7,125367.16,369250.62,178709.28,32,1,2117,9,1,0,0,83.7420878601795,177282,615685.339611493
356,Vernon Ortiz,172896.56,218881.2,133488.4,208199.17,375225.4,307142.18,380577.52,257397.17,213970.73,172377.95,169090.81,189533.37,45,0,1442,7,0,1,3,161.74202496532592,233232,583816.3252777294
357,Jay Cameron,62834.21,76227.8,83857.85,80718.69,83416.39,93137.29,92905.93,87333.01,61732.75,67931.61,72434.14,161110.24,64,1,782,15,1,0,0,109.08312020460357,85303,297921.079869906
358,James Aguilar,121845.58,151924.69,178581.28,155241.23,119371.62,157838.44,144985.25,122008.17,159915.34,383229.66,117964.71,177052.76,34,0,4401,17,1,0,0,37.68007271074756,165830,717163.7456145847
359,Frank Velazquez,164458.91,161008.17,230031.21,214111.29,405006.86,345397.73,516481.45,492982.0,531943.6,371327.86,475395.56,187044.04,52,1,3627,9,1,0,5,94.09043286462641,341266,481421.1197554093
360,Donald Ramirez,194589.42,203057.22,198944.64,126887.38,122892.63,189710.37,148832.83,133810.62,204655.69,116336.37,129680.21,318787.4,39,0,4887,15,1,0,0,35.607734806629836,174015,662197.8840609563
361,Heather Edwards,196323.27,204591.62,127425.11,124526.52,215056.35,120115.1,130878.45,143112.2,410217.15,165637.88,184307.08,209238.84,18,0,1787,6,0,3,0,104.0581980973699,185952,624935.9717613396
362,Allen Oneill,135052.01,155975.5,191356.54,116503.18,196747.79,171457.49,204646.2,204707.6,160357.91,221065.3,148082.45,179349.32,53,1,3060,11,1,0,0,56.78921568627451,173775,593582.8946401454
363,Wanda Walter,52446.08,133219.23,152884.48,53387.48,50264.44,58609.45,37868.32,42126.52,47173.97,49124.57,62027.56,48926.5,48,1,3184,13,1,0,0,20.62562814070352,65672,225637.71619761022
364,Xavier Jarvis,93596.23,230772.83,342644.77,277832.94,310989.9,100706.71,111379.18,100412.82,95629.59,119540.1,66003.45,70878.31,61,1,866,5,0,2,3,184.79445727482678,160032,325415.12591261335
365,Rachel Chung,129891.48,144019.17,124296.54,96366.63,125409.04,150822.91,147972.06,130377.62,123271.29,82377.63,93999.1,442369.94,45,1,4026,5,0,1,0,37.075012419274714,149264,240189.68809251927
366,Rachel Kelley,175900.45,221693.97,165810.31,158868.48,390648.78,397557.55,248233.98,291572.16,340659.9,271764.62,150397.28,129981.47,19,0,3571,17,1,0,1,68.68020162419491,245257,651581.7761676979
367,Tyler Smith,158034.95,119793.75,167189.06,135351.9,175469.2,411973.05,362397.92,343525.5,310825.34,355192.86,322751.18,415051.75,37,1,3859,8,1,0,1,70.77740347240217,273130,393164.2179151969
368,Charles Middleton,68808.96,69990.03,52939.71,50860.86,49645.3,68459.82,59552.57,210362.33,136868.29,179346.1,43568.98,57919.11,69,0,2139,9,1,0,0,40.84151472650771,87360,144262.78110726154
369,Justin Doyle,139102.58,141366.6,104589.25,141312.85,112028.85,233239.44,174393.56,136436.98,113943.13,159356.96,98963.31,133067.63,33,1,3815,12,0,2,1,36.86762778505898,140650,330348.6531819732
370,Christopher Medina,165095.79,161098.33,188373.01,204539.21,200658.45,170389.73,150281.98,134494.88,211647.11,78927.21,85017.11,109810.47,70,0,857,15,1,0,4,180.89614935822638,155028,378223.74557899643
371,Brooke Welch,156747.24,132464.62,170317.47,163856.42,115910.76,146952.58,180625.22,150327.31,110512.12,141704.7,289945.85,117569.69,52,0,3335,6,0,3,0,46.89985007496252,156411,693144.68395374
372,Lori Hancock,173044.45,141147.27,179550.93,142791.63,178756.72,125209.48,157230.35,172227.72,237924.94,383748.55,144577.41,173151.97,20,0,18,9,0,2,1,10228.5,184113,349983.0609763824
373,Kimberly Berger,372298.24,255634.2,408798.93,396864.39,261026.45,327858.93,400747.24,303160.12,245579.85,252465.17,285387.62,232525.15,62,1,4321,20,0,3,11,72.17357093265448,311862,480710.68081069377
374,Jessica Davis,96698.87,87559.98,78575.64,367006.42,239017.67,319135.53,365872.12,236379.6,306735.18,222751.17,71568.61,78171.17,18,1,2561,7,0,3,6,80.35493947676689,205789,333372.94590126345
375,Bailey Brown,141161.28,99538.91,161405.37,438472.99,362104.91,458806.56,142164.22,134228.59,135247.03,128663.27,99763.68,96882.97,42,1,2856,9,1,0,0,69.98249299719888,199870,251422.9468567397
376,Victoria Kelley,53118.06,75595.2,148190.99,79764.57,55493.12,90463.41,66421.74,59957.64,60166.35,60438.8,60079.23,64236.76,17,1,49,21,0,3,0,1486.265306122449,72827,345204.9502863983
377,Debra Thomas,35933.18,50264.53,36274.64,31830.4,29392.06,38922.14,34084.89,43767.84,41933.65,139871.18,78014.12,106608.22,32,1,412,11,1,0,0,134.89077669902912,55575,105823.95232099228
378,Angela Reyes,244371.64,139882.56,200315.71,233855.6,163161.73,162603.36,231843.18,153354.87,200478.0,240930.88,222599.57,558447.15,35,0,16,17,0,1,0,14332.5,229320,751159.1834565704
379,Tony Hammond,58844.65,58250.67,84224.01,67731.64,102920.69,77130.23,83508.62,96619.31,141664.76,188190.4,196653.92,193508.06,59,1,1786,4,1,0,0,62.95464725643897,112437,193875.89996147118
380,Kimberly Webster,37526.74,38280.45,33611.41,25358.99,36072.51,37039.63,26419.7,81129.12,89243.5,88843.49,68425.09,31666.8,20,1,2426,6,0,1,3,20.390766694146745,49468,141617.40220404323
