,Name,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Age,Gender,TransactionCount, CreditScore,Loan Amount,Duration,Peak Season,Before Season months,Months left for End of Season
145,Kimberly Scott,3737.25,2753.86,3769.91,3495.79,3693.26,3233.42,2530.34,2894.12,2989.39,3400.74,2247.91,6606.55,59,1,3133,571,6327.719962671316,3,1,0,0
146,Richard Roberts,14373.16,19144.52,20261.68,36853.22,31641.95,35795.7,49101.65,45387.98,41187.63,50519.25,19643.1,17100.3,21,0,2814,662,45723.55103974024,12,1,0,0
147,Zachary Weaver,9618.76,8820.64,7512.26,9775.81,7645.25,7195.95,9221.92,9284.85,7429.83,7961.63,9288.11,16420.56,22,0,914,417,19964.542192197056,7,1,0,0
148,Maurice Parker,17049.95,15479.06,12376.97,10507.82,17333.98,12492.5,11247.47,12105.94,13371.41,10712.87,18858.99,18558.18,53,0,2598,437,39372.87760284292,4,1,0,1
149,Theresa Collins,17071.68,19584.34,18280.01,14418.0,15149.44,19484.97,22014.14,22837.71,15308.19,21910.44,42269.98,15376.65,64,0,271,805,52245.01223544879,12,0,3,0
150,Erica Jones,7086.09,6437.4,7112.63,5347.27,11333.51,13833.05,15467.51,11567.77,10972.58,3964.47,5449.16,6969.93,15,0,2864,860,11694.452926557038,5,1,0,2
151,Tyler Farley,18494.28,12294.99,12713.34,18188.47,21382.82,19560.68,13005.77,19366.5,41888.05,54348.0,32092.78,54068.52,72,0,1640,506,42531.733306340735,4,1,0,3
152,Dawn Gilmore,10729.22,7401.27,33957.71,28183.37,9929.41,9666.32,12757.44,10429.41,9012.76,12513.57,7713.41,10473.67,73,1,4691,676,22646.411876100756,9,0,1,1
153,Melinda Dawson,19831.2,12627.83,16569.02,16727.52,18929.27,17266.51,36828.55,53537.1,46946.1,42854.58,48275.92,14922.87,43,1,1248,757,33174.57627414356,4,0,1,4
154,Ethan Smith,2642.75,2970.47,2518.62,3008.55,1922.5,1863.65,8018.31,8388.2,6669.38,2033.81,2935.51,1861.5,67,1,2141,778,5310.993062007044,9,0,2,2
155,Tyler Gardner,4253.92,4034.91,4096.62,4945.41,5159.65,4062.82,4937.03,4687.5,3642.73,4689.51,5350.92,8689.58,80,0,545,868,12643.313628258395,12,1,0,0
156,James Herrera,10731.73,38126.46,35103.63,29653.11,35678.96,8701.79,11731.67,8665.52,14519.74,12781.81,13628.35,14227.95,44,0,1790,350,25437.08380862332,7,1,0,0
157,Angela Gillespie,10172.65,10171.86,9306.56,10673.08,9100.22,11215.82,19107.45,9637.92,7000.19,8251.4,7892.09,10375.15,25,0,3610,738,20613.652392226297,11,1,0,0
158,Joseph Ruiz,4105.81,3993.12,3441.99,3252.54,2885.8,8509.13,7271.13,5490.88,7030.53,8567.51,2481.88,3748.18,79,0,3803,387,7963.143881031873,13,0,2,4
159,Jason Mata,10789.8,12761.1,15463.84,28403.84,23753.21,22005.83,27949.28,26760.42,32048.01,30679.19,24024.34,20517.33,79,1,2438,609,35408.342211406794,4,0,3,8
160,Timothy Howard,9916.67,17395.49,16238.32,11656.8,15053.37,12069.43,22161.69,13254.23,15082.77,16239.0,15387.86,10766.88,20,0,2060,637,35326.8545598081,8,0,1,0
161,Eric Hughes,13109.51,17753.97,12910.36,15512.09,14971.59,15334.54,11812.91,14488.3,12425.64,9463.94,13786.88,13059.74,77,1,3970,661,31933.056389336878,4,1,0,0
162,Steven Stephens,12605.57,8328.73,10318.0,12286.5,8796.49,8323.02,9315.72,11602.35,12492.67,6632.02,6279.27,6147.99,51,0,3941,342,16624.492055327813,10,1,0,3
163,Dan Barber,17077.76,18964.77,14362.33,13207.98,43779.61,48194.75,12458.38,18162.48,15835.42,13279.95,17077.38,16637.68,49,0,3129,480,50459.94077591097,10,0,3,1
164,Tammy Fowler,7448.88,17525.49,13986.1,10578.94,10448.47,6458.64,7282.27,9085.98,8533.9,5975.59,9267.39,8316.71,80,1,1474,414,23444.073737805993,10,0,2,2
165,Jennifer Williams,36692.72,35890.88,50883.15,48276.28,32401.23,39563.59,13450.35,17196.09,19648.67,24817.22,17259.17,20817.69,41,1,1232,779,55102.15073999359,4,1,0,4
166,Kelly Andrews,7179.62,6899.8,4676.32,4371.95,4205.52,5470.79,7619.75,4711.15,5088.38,6435.27,14733.59,5182.05,18,0,1131,543,14880.224819600593,10,0,1,0
167,Heather Hayes,15452.46,24251.61,14151.35,53815.9,24386.33,15821.4,23287.47,22020.08,22359.15,14266.89,17523.12,17891.98,40,0,1736,403,44521.54501030417,9,0,2,0
168,David Johnson,20226.5,20469.85,33155.45,36672.93,20960.1,21199.57,30710.7,32741.68,31513.41,8399.16,10569.59,12575.92,67,0,1101,395,30751.86350756555,4,0,2,8
169,Brandon Olsen,16396.67,17944.88,17681.6,31772.55,16024.92,13548.32,14584.45,18222.47,11943.06,12830.78,14264.29,17387.19,23,1,773,779,30380.252334293236,10,0,1,0
170,Jamie Robertson,7649.91,10136.55,16994.01,17320.3,15089.92,9025.35,6286.59,6569.59,6967.25,6627.24,7377.35,10152.46,47,0,3509,390,20053.258860973863,6,0,1,2
171,Cynthia Sanchez,9991.89,14591.33,15526.37,35781.65,29755.28,20828.32,20620.2,33661.81,16198.06,12042.63,11782.84,9800.77,38,0,3262,334,31136.07744054023,6,1,0,1
172,Paula Smith,17829.13,14767.36,13940.28,17702.69,21544.78,20335.54,44012.64,49346.75,14891.61,21413.67,15945.33,15431.82,42,0,2729,422,39545.34472480506,6,0,1,1
173,Barbara Gaines,7175.77,9336.25,8659.43,5810.93,7520.11,8496.76,5722.77,5663.71,8801.94,7546.51,13976.59,21528.67,29,1,635,634,17768.652857238143,6,1,0,1
174,James Shepherd,8913.84,9212.4,8387.2,8353.66,5511.12,10088.23,10387.73,10398.04,9702.09,8415.85,7553.32,8086.63,61,1,4004,825,20908.024901694618,4,1,0,3
175,Michelle Anderson,17733.54,22124.83,42009.12,16950.52,17458.97,20074.57,18804.49,22464.08,25217.52,18695.71,25221.99,22679.48,28,0,4696,769,50802.483131781606,7,1,0,0
176,Veronica Hill,2448.05,3943.71,2464.11,3630.25,3880.88,3705.01,3363.75,3656.11,6032.39,4579.25,6288.04,3532.14,39,1,1014,674,6933.653342661044,9,1,0,2
177,Becky Frederick,6907.6,9952.48,8280.95,10449.71,11495.42,21301.29,22701.63,21939.92,16662.4,26792.34,9077.41,9274.46,66,1,4238,691,21701.16249836066,11,0,3,4
178,Jennifer Clark,35808.94,32445.19,25596.97,27237.88,23959.53,12888.28,11679.86,12183.63,13897.31,15345.69,11018.39,9070.53,46,0,3609,618,37748.80727196942,7,1,0,0
179,Jeffery White,10067.47,10033.96,11599.08,9960.74,11554.0,7010.63,17172.71,23236.12,23197.6,17967.66,14089.2,11465.85,70,1,2204,867,20312.551991910197,8,1,0,1
180,Barbara Phillips,11796.55,30910.97,24141.62,27719.49,22832.95,33090.34,14839.98,9937.67,16548.37,13568.4,11226.31,11843.04,30,0,4067,480,26688.205044468777,3,1,0,3
181,John Parker,5894.64,6652.58,18517.84,18575.27,13896.81,12544.87,13153.6,16037.48,6975.3,4893.82,7203.2,7769.51,62,0,433,571,12930.747564836127,6,1,0,1
182,Aaron Gillespie,4567.19,5605.11,5599.0,5473.45,5797.98,17064.69,11964.96,4610.14,6507.66,4754.98,6749.52,3931.61,64,1,466,467,16301.009401855361,9,0,2,1
183,Jennifer Smith,6736.6,5011.58,6272.24,5447.37,8833.16,5363.12,8851.97,6528.79,9075.01,6576.8,11026.1,17574.22,50,1,2095,735,17981.041241729967,10,1,0,1
184,Carl Johnson,17750.93,15741.15,17579.32,16071.96,26240.2,38053.77,29060.56,19682.28,20558.84,19313.3,12948.89,20526.93,22,0,4966,698,37149.26332391998,8,1,0,0
185,Christina Howell,13661.64,13228.32,13596.69,12768.19,8073.04,12735.42,12936.92,8086.56,13491.44,10373.6,10383.27,11363.09,48,0,3855,872,29200.21676331719,13,0,3,0
186,Katie Johnson,13730.12,10782.88,17189.85,12050.73,13994.91,14571.19,17107.55,45435.15,44516.95,48561.73,42081.01,11594.46,28,0,3355,319,30256.7163378071,9,1,0,0
187,Tamara Porter,2214.18,3763.89,2189.6,3376.97,2697.26,3277.8,6169.38,4931.8,5003.67,6604.31,6210.51,3352.71,28,1,1195,442,7159.678450317071,6,1,0,2
188,Amy Howard,18114.23,12495.51,18392.72,12687.7,20516.94,53481.11,29527.69,32402.98,22839.72,21147.28,17005.18,13716.06,60,1,4869,733,36788.05250352058,11,1,0,0
189,Randy Villa,13722.19,18449.03,11882.03,15738.31,13269.79,19906.55,21193.87,23632.62,37575.63,29801.01,33337.09,14806.18,31,0,1046,412,39860.60273603266,5,0,2,3
190,Mary Sutton,22157.25,24724.25,24219.56,18255.73,24063.8,24504.53,24724.38,22781.56,16351.49,17405.38,41482.35,33438.69,40,0,2374,796,46285.234290910565,10,0,1,1
191,Mason York,10410.1,12343.56,12946.14,14237.49,14568.17,15351.39,9515.09,9051.82,44597.25,34116.72,28970.6,15272.61,55,1,2308,837,31331.816034991905,10,1,0,2
192,Amanda Henderson,10213.33,25909.97,11861.65,12224.86,15680.87,8719.08,10090.13,8801.5,12230.52,12652.51,13528.41,12506.0,23,1,4709,575,36274.73670452255,4,0,1,0
193,Jacob Allen,10632.98,6534.97,9831.45,10721.55,24405.49,24093.6,22807.95,25089.3,28236.92,22218.89,20478.22,30642.2,69,1,312,344,21618.323510298564,8,0,2,7
194,Linda Johnson,18171.94,19398.14,17102.82,17541.89,12783.27,22010.03,17772.43,18224.48,20430.47,55344.19,54849.42,54075.03,45,0,4844,788,43836.92182973148,6,0,1,2
195,Alex Foster,10850.43,12892.87,13337.2,11798.18,25308.85,29213.71,22441.71,32185.12,22923.42,32024.1,26415.36,16451.03,42,0,3606,773,38409.57500170029,5,0,1,6
196,Cathy Jones,17296.21,16802.58,16947.26,13620.43,16652.91,27452.69,39770.34,36410.17,26497.08,12437.47,11995.08,11296.07,21,0,163,762,38669.91682234093,13,0,1,3
197,Sherry Irwin,4699.05,5415.71,7465.44,6399.93,5070.15,6192.64,5144.56,5830.38,6294.65,5641.5,6543.89,8427.19,77,1,2667,465,15018.998537982152,12,0,3,0
198,Judy Kim,9563.18,13482.64,10996.53,9767.62,11545.14,9159.53,8515.24,11462.28,22726.24,17001.96,15593.96,17810.71,43,0,698,515,23624.879088690443,7,0,1,3
199,Stephanie Robertson,18197.95,16329.81,19819.73,18808.5,22553.92,23357.05,18154.08,23977.78,18001.27,15228.29,21090.87,35420.99,36,0,1396,549,51316.28078444437,8,1,0,0
200,Robert Miller,9142.24,10993.58,25550.18,25195.61,33082.79,24772.02,44508.56,14449.11,10012.38,12873.24,10963.77,13780.84,25,0,3921,749,32934.61606121244,5,1,0,2
201,Angela Clark,12359.69,41574.9,48883.52,38545.22,57185.7,35333.66,42029.16,39847.27,21494.64,12633.86,19803.63,13091.19,71,1,1538,694,38264.37443539554,5,0,3,6
202,William Vasquez,6439.39,7348.89,7670.02,7391.68,6260.57,7052.17,7472.42,8060.92,13786.05,7186.47,6346.16,8806.67,40,1,3284,699,22263.21848711117,10,0,1,0
203,Sheri Young,9572.54,5778.46,8478.88,5879.54,5531.98,6551.01,6455.26,10111.71,8609.15,8401.14,8738.8,11903.11,61,0,3987,383,20885.002977262804,13,0,1,1
204,Rachel Welch,11684.93,14187.51,10310.6,11675.65,14036.89,13578.14,12134.59,13620.17,11762.92,14105.99,27694.81,31049.03,59,1,1748,643,23726.345096048517,5,1,0,0
205,Lisa Washington,8823.43,16836.48,16165.46,17905.77,19940.86,22760.3,24340.43,21504.44,17083.48,9222.88,10066.94,13185.82,31,0,1866,325,26159.26225575969,8,0,2,7
206,Richard Owens,17500.81,17204.41,19007.09,17955.58,16516.82,20476.78,13267.73,12829.96,12748.93,18454.11,12811.76,40504.69,44,1,2106,525,39755.6264017217,6,0,1,0
207,Andrew Salas,33493.38,30598.91,41186.31,41788.94,39912.95,35102.88,33073.91,42532.24,18275.83,21983.27,21028.17,15858.21,17,0,4020,791,43247.750409350316,4,0,3,7
208,Adam Burke,3141.9,4421.42,10683.35,9276.63,6631.53,10730.19,6947.72,8270.64,9671.55,6498.33,3472.75,4049.05,77,0,2635,759,8363.708804927874,10,1,0,4
209,Emily Martinez,14818.27,12391.38,16648.05,14808.72,14079.52,13728.57,17961.2,34853.69,32859.26,12573.3,12352.54,16203.61,75,0,1336,701,38764.440227587846,4,1,0,0
210,Daniel Boyd,5215.42,6539.3,4295.87,4853.35,14736.38,13703.69,11630.29,9107.74,15650.23,14500.85,15045.65,13751.31,18,0,570,313,13972.677999625601,7,1,0,4
211,Helen Roth,20742.41,16562.35,24918.97,22862.82,21506.52,17855.8,18771.39,21784.52,19802.88,19975.25,18123.69,7479.26,52,1,1470,469,15700.767844464908,5,0,1,10
212,Cole Chambers,23622.53,18308.07,21953.26,26006.11,28997.82,25386.67,25386.22,31322.38,30075.14,32039.63,19818.64,11211.91,52,1,1952,453,24868.204479001684,7,0,3,10
213,Carla Smith,18527.33,19807.13,54872.13,53052.9,71118.89,40045.84,66835.71,48743.36,69654.68,62533.52,23903.3,20743.44,65,1,752,855,45349.38251415623,5,0,3,7
214,Janice Bowers,16617.5,17904.81,15387.3,45985.98,42151.12,36279.34,39143.47,37019.57,30666.93,48069.34,21378.69,15863.91,38,1,3056,607,51214.22914697685,13,1,0,1
215,Roger Dalton,6656.63,5624.88,6356.71,6208.87,5473.36,3732.74,4182.15,6435.55,5428.9,3905.7,5492.86,9580.28,43,0,4673,652,13025.502258976441,9,0,1,0
216,April Powers,11431.6,22941.93,18519.97,17861.44,21701.96,21254.96,24603.9,17980.96,6879.27,11445.72,11518.37,8724.89,77,0,1333,345,25578.73513303707,8,1,0,1
217,Emily Gates,7207.39,5259.99,7139.2,5408.85,5131.19,6988.15,7556.97,7514.85,22355.85,21320.89,14368.93,14666.92,42,0,3856,435,14169.204869156065,6,0,3,3
218,Jose Jimenez,11389.01,17215.32,13423.04,14048.0,11659.25,16508.42,16254.0,13048.82,10526.33,15376.19,13634.65,34020.11,56,0,1357,333,41953.831692185544,14,1,0,0
219,Angelica Bryant,3788.35,3005.48,3065.6,2672.55,2190.63,1799.32,2233.92,2101.52,2190.51,1823.83,2769.5,2123.17,39,1,3278,467,6510.257571356219,11,0,2,2
220,Julie Grimes,4639.83,4242.46,4522.59,6878.53,5041.57,5642.73,6961.06,5551.17,7507.83,4118.84,3642.91,4137.1,24,0,4174,503,9100.291743581347,4,1,0,2
221,Lori Sanchez,18153.21,12745.44,13397.69,12536.01,16162.19,19837.49,15989.45,17990.36,13318.55,17122.39,19814.03,28247.5,55,0,157,528,33398.31700469308,3,1,0,0
222,Patty Valenzuela,13834.42,45014.66,31987.34,34237.07,42011.86,37238.65,32251.89,28193.39,27806.01,26464.39,37756.23,33821.43,62,1,3049,383,42878.049783979666,6,1,0,0
223,Jacob Rodriguez,13370.83,16592.87,11993.02,14541.94,17692.22,10639.94,14320.92,15250.52,17056.0,31907.26,40517.62,36908.26,64,1,4717,352,40598.93771377509,13,0,1,2
224,Christopher Meyer,10752.38,13570.03,26934.25,15438.31,13604.03,14801.44,11919.11,14247.31,14311.01,10271.91,18232.01,15208.64,20,0,1265,327,39284.90096150118,6,0,1,0
225,Daniel Nichols,11242.37,18707.37,40727.39,37382.45,43880.27,54631.53,47268.28,35950.59,44429.51,31955.34,17350.02,19211.12,48,0,3403,542,39776.95320282087,6,1,0,6
226,Tanya Miller,13083.72,17694.9,20431.87,16684.38,21203.05,12008.65,13324.39,14249.99,37938.92,16756.55,20898.3,18376.91,18,1,1106,442,47691.2088050436,5,0,3,0
227,Connie George,4220.63,4150.01,4571.32,5179.11,16369.2,11014.13,10459.92,18215.91,15867.87,12315.51,3582.47,6474.48,58,0,618,506,10924.811862404349,10,0,3,5
228,Robert Taylor,5517.81,6096.92,4353.92,3685.04,4936.9,6415.16,5027.53,4734.36,3927.49,5307.14,6408.59,5242.94,62,0,3072,750,10124.18490812853,8,1,0,0
229,Linda Gutierrez,15108.88,20931.49,17458.44,56958.78,53956.93,56834.09,42355.75,37087.08,32105.93,19388.05,23348.16,15782.6,76,1,1078,894,44063.159838631924,6,0,3,5
230,Dorothy Kim,11082.94,6410.29,7740.19,11187.98,24221.2,20265.24,23081.71,22957.35,25896.5,22983.76,10419.62,8518.79,61,0,1214,394,21373.35226846503,9,0,1,5
231,John Dennis,31970.94,25363.42,33699.35,33875.6,16345.72,15605.41,14189.13,17289.66,17538.96,14367.26,14366.06,10935.88,19,0,4817,666,34133.86482621888,12,0,3,3
232,Nathan Decker,15192.28,13971.92,13425.0,16135.82,15390.76,10266.97,15870.82,16620.52,11474.58,13765.59,42318.0,18582.73,67,0,1304,591,40795.72595705187,5,0,1,0
233,Austin Quinn,15489.14,14535.19,16156.92,18190.0,16207.19,13508.68,28667.21,16056.44,14390.04,15260.29,16367.41,20374.62,25,1,3082,322,41679.44224552055,11,0,3,0
234,Hannah Sampson,28658.31,40712.41,41469.17,25015.94,20313.52,16517.66,20084.37,14167.88,12515.85,13440.34,14703.82,13347.78,46,1,714,308,32562.07305253062,5,1,0,3
235,Melissa Stewart,15552.05,14907.74,16171.5,20515.02,13618.76,18998.93,12676.17,18212.34,61257.35,33967.85,13309.95,15111.01,28,0,4472,612,41432.49389056122,6,0,2,1
236,Cameron Peters,6045.17,7948.79,7749.8,7696.84,6187.28,7760.51,6381.4,5161.87,7696.19,5582.97,20205.24,6201.19,54,1,288,434,20214.782730949893,6,1,0,0
237,Christopher Cameron,2649.77,1622.79,1625.18,2281.86,2543.54,2715.59,2021.72,2181.03,1555.94,1581.47,5753.95,2702.1,49,1,2968,837,4512.871669729191,7,1,0,0
238,Robert Clark,14292.97,13007.63,19923.07,17606.44,16270.81,24575.1,23689.55,9519.39,16017.75,16359.27,14654.17,15350.54,64,1,3183,444,26867.33444139741,4,1,0,0
239,Amy Wise,12700.69,17826.92,20546.17,51720.2,31728.38,47356.82,13217.1,17969.75,11654.33,15596.15,15699.14,13857.07,38,1,3636,805,45264.364059491454,14,0,3,2
240,Jennifer Ward,3978.31,6948.76,4169.17,3944.39,3860.32,6895.32,4548.5,5516.51,11902.06,6231.45,5243.48,6446.25,22,1,1788,479,11679.194908880325,11,1,0,0
241,Jessica Malone,8344.82,10119.21,7740.29,9615.32,8592.53,10187.79,13564.27,21007.73,17531.0,7383.36,7697.99,6963.71,66,1,1435,777,22638.54710120548,7,1,0,2
242,Shannon Hernandez,7300.21,6564.1,6388.57,6133.93,5473.79,6935.85,6124.36,15088.35,16440.41,7174.98,5992.6,4075.36,50,1,4465,350,12541.096650917587,8,0,2,1
243,Charles Peters,3473.81,5018.4,4647.77,8710.02,14276.39,14183.9,10575.57,11522.44,9689.58,11758.19,11347.07,13171.97,31,1,1697,425,9895.715853597012,9,1,0,4
244,Karen Alexander,11361.86,9229.1,9409.63,8075.64,11331.45,7156.95,6929.76,17827.58,17889.4,10981.41,9895.82,7695.54,18,0,2840,391,24513.605917383382,6,1,0,0
245,Jeremy Norris,6541.6,6592.95,7659.47,7397.54,6299.54,6583.73,11804.11,10651.13,6550.52,11058.85,7295.24,7637.34,36,1,638,582,12863.781357053627,5,1,0,0
246,Sharon Johnston,17475.16,16213.93,22336.48,18861.8,40932.92,29399.6,31194.41,21898.56,18176.39,22772.66,15503.98,20083.41,32,0,4494,640,45313.327886760526,10,1,0,2
247,Steven Vargas,23672.57,20538.21,14088.85,48852.49,59156.51,41549.81,50951.92,57840.38,17063.1,14829.97,24085.41,22096.49,79,0,1198,755,42108.26752043539,9,1,0,1
248,Brittany Camacho,3516.58,3849.93,3949.89,4073.2,4842.08,6680.25,6073.87,5192.53,7751.84,8338.52,5778.62,5239.31,26,0,1696,643,11026.584277409691,4,0,3,6
249,Becky Munoz,16861.79,35358.79,38007.38,46815.52,55391.55,51437.85,37745.94,34234.71,35838.51,19480.17,15069.51,20747.01,47,0,4898,434,37841.41678749463,5,0,1,7
250,April Martinez,6588.91,5831.94,7495.52,7539.14,8360.78,5350.5,5653.7,8293.29,4857.95,6791.51,4954.29,17785.63,76,0,4144,531,16572.536426812545,11,0,3,0
251,Donald Odonnell,1886.86,2790.35,2067.53,1858.07,2387.3,3517.23,3230.35,2114.64,2135.34,2958.24,2750.71,1979.72,46,1,1961,472,4884.64124837237,3,0,2,1
252,Jennifer Brown,24519.98,18248.14,23204.03,17465.25,18833.11,19362.77,16216.11,54133.46,44286.46,51465.76,30496.4,14107.42,34,1,948,612,54244.20203712638,12,1,0,1
253,Jessica Jones,5211.98,5915.81,7289.13,7485.68,5277.77,5591.1,5412.0,8192.09,7141.45,5127.77,4877.8,17860.86,30,1,2835,456,18608.44590721866,8,0,1,0
254,Christopher Boyd,7383.76,5272.76,5803.13,4165.1,3385.71,4004.76,4515.06,4410.08,4738.37,5909.65,3600.11,3644.1,46,1,4205,712,10597.196654909332,6,1,0,0
255,Jeffrey Brown,14785.48,6685.69,6028.98,6153.25,5852.01,5129.16,4550.47,4453.77,6814.07,6992.65,7062.84,4970.01,78,1,2655,477,16053.640372556341,5,1,0,0
256,Charlene Lowe,4060.19,7893.82,11386.48,12784.65,9131.59,5611.25,5370.07,3650.15,4296.21,4652.57,6032.45,4133.9,70,1,3864,530,13432.373362384345,11,1,0,3
257,Robert Guerrero,18257.87,16919.05,12899.08,19244.04,13627.93,15579.16,12553.93,14481.84,17973.5,37655.96,42092.21,45004.31,47,1,2463,761,30612.41355366179,7,0,3,2
258,John Romero,3104.68,5260.34,3524.71,4049.12,4728.73,3613.53,5416.39,3539.79,3308.11,9513.47,9578.05,4706.43,78,1,56,787,12334.586874378465,11,1,0,1
259,Victoria Russell,9070.61,11048.8,13439.26,31871.29,28251.7,25617.63,22499.1,30941.08,15502.89,11040.06,9965.02,11423.21,33,1,664,342,27187.41273252974,11,1,0,2
260,Austin Mitchell,15752.91,12977.81,15687.61,15925.28,41229.91,35751.31,26635.27,29089.23,29031.73,30843.7,15513.1,15366.81,43,0,1588,807,43135.930274999715,9,0,2,5
261,Thomas Powell,4111.02,5640.84,4749.48,4505.6,4827.53,7093.63,7375.0,3701.55,3988.78,2893.28,3487.57,3584.26,17,0,4040,358,8889.795093735249,11,1,0,4
262,Lucas Carter,17055.51,12666.53,17720.64,43657.63,35821.29,30295.85,30094.01,42020.65,46994.13,29113.69,44118.09,15391.91,20,0,2136,530,49228.201853571365,4,0,2,7
263,William Hudson,6746.07,5562.46,7767.66,5373.97,7870.28,7243.12,6590.94,17684.07,16550.47,20639.52,7272.6,5649.87,56,1,4623,682,20296.77097769252,5,0,1,2
264,Jennifer Taylor,4913.18,4839.83,4595.7,6578.38,5389.36,13816.49,8529.41,10253.92,9812.9,7619.53,6758.35,6238.82,25,0,2591,597,16433.887870085437,11,1,0,1
265,Kayla Greene,16757.65,17097.48,13044.77,29766.4,51411.93,42476.33,37712.67,17803.41,14041.28,12249.15,14116.95,12866.51,41,1,1470,626,32326.19939383245,10,1,0,3
266,Bryan Blair,6259.55,8496.47,6527.36,9522.43,10101.54,6973.62,9415.71,6254.79,7581.99,9887.82,2260.93,3407.35,71,0,3530,801,6659.258550647453,9,1,0,1
267,Sabrina Daniel,10955.51,7391.16,7335.25,5475.12,8010.72,6469.48,4837.28,5574.84,7472.84,6245.57,7410.65,6636.87,28,0,4413,668,17259.04372315389,12,0,2,0
268,Mark Roach,17023.86,13415.9,21354.1,20457.81,13198.65,19738.8,32199.77,35893.31,39616.44,32051.71,33173.81,15234.34,46,1,4823,773,42605.52228363308,13,0,3,4
269,Rachael Lawrence,13668.54,12221.91,15044.2,16567.27,15922.77,45393.69,12228.01,13549.8,10459.69,15140.15,17526.09,13898.82,36,0,1983,322,36893.88931566858,11,0,2,0
270,Bridget Gonzales,6458.45,4579.46,6732.89,6477.67,5300.66,5354.77,10850.24,12447.73,14887.54,10835.03,5841.59,6545.67,75,1,871,502,13083.201476569846,4,0,2,3
271,Anita Rollins,13013.78,11314.43,15051.12,26397.87,26423.7,11266.46,9155.23,16569.73,11594.41,16073.72,9070.79,14569.19,67,0,989,558,38551.85179088476,14,1,0,1
272,Sarah Nielsen,18108.79,21757.95,18600.19,22360.63,22950.95,14663.96,14919.16,15830.55,19205.85,49058.95,46126.14,38404.25,66,1,1940,325,44111.17632742657,4,1,0,0
273,Carlos Estes,12482.68,12639.04,12415.58,12970.6,20424.24,18937.88,11324.4,7629.57,7113.41,9387.01,7995.67,10218.27,38,0,2078,725,25930.33588502906,9,0,3,1
274,Emily Wade,9938.39,7225.02,11527.72,10054.62,11281.86,10290.33,9910.78,11568.07,16289.93,8983.36,9053.66,7096.99,70,1,4358,895,27358.361060457053,14,0,1,0
275,Rachel Trevino,24101.89,14839.42,36956.71,44123.75,47654.95,40319.62,29421.82,14447.98,20246.46,19504.16,19555.92,18486.77,22,0,2074,512,40737.68421775504,9,1,0,3
276,Monica Martin,11951.72,12868.49,17503.94,25792.61,39196.54,36873.45,39128.74,37008.26,11156.06,12338.15,17412.06,17545.14,16,1,1204,826,43103.6922320309,9,0,2,4
277,Robert Davis,4701.85,4924.91,5748.19,7098.01,4518.7,13439.37,7375.15,7370.79,7416.08,6304.63,5436.58,5651.51,47,1,2838,781,12741.502297620971,4,0,1,0
278,Lawrence Singh,12556.77,15607.17,15328.74,16011.81,13406.79,14956.25,14443.96,15807.61,28589.16,21390.57,17935.29,15794.34,55,1,4474,882,32469.068461660743,11,1,0,1
279,Thomas Chapman,20506.85,31263.12,26438.69,13187.75,12826.74,9906.69,14461.38,11764.96,14262.18,12161.09,13872.77,11099.52,39,0,126,319,36933.55733215575,9,1,0,2
280,William Pruitt,14657.46,10684.4,14784.81,13679.54,12178.99,14887.07,8454.64,27431.59,35914.22,26530.52,23098.75,35468.8,80,0,485,720,27696.103287956452,3,0,3,4
281,Lori Webb,9420.62,18993.35,23305.61,6130.32,5392.99,7495.55,7965.57,8239.29,5486.55,6726.71,8699.13,7108.24,31,1,949,727,16567.861331865744,10,1,0,1
282,Kevin Hogan,16828.72,17938.85,11716.15,11153.25,16474.26,18191.51,14310.53,13573.44,16744.29,18793.27,12451.48,32031.16,25,0,1084,314,37501.44412100487,6,1,0,0
283,Tammy Chang,12333.13,10989.2,13027.01,18555.73,11676.07,28406.2,12391.57,17846.82,17613.08,18354.11,12944.41,15780.81,58,0,4462,392,32597.505138117493,9,0,2,0
284,Andrew Olson,12087.37,20504.03,16420.85,16874.56,17473.33,12758.26,10866.07,7543.22,10586.95,8885.21,9572.25,12167.4,67,0,3978,878,22913.912599070878,9,1,0,4
285,Kristen Vargas,10923.15,18927.56,21184.97,14690.09,16542.39,11165.67,9695.71,16889.49,9778.71,10939.22,15902.77,10217.5,79,1,4809,532,37778.92566601935,15,0,1,1
286,Hannah Travis,8137.21,7296.42,10615.38,13239.06,16567.07,18324.75,18906.73,13321.96,15303.51,13511.55,10259.84,9352.38,42,1,4971,455,25526.875847514166,7,1,0,3
287,David Smith,4184.16,5374.4,4509.52,3947.4,4692.48,5156.76,5445.39,4894.74,5357.05,12328.37,5012.03,4948.94,23,1,3421,844,14291.156627450619,11,1,0,0
288,Keith Young,52426.32,52274.66,47390.69,23843.06,16517.38,15638.57,20812.84,19838.18,22268.16,24115.79,23702.19,23336.86,72,1,3443,606,57613.76870783694,9,1,0,1
289,Angelica Bailey,11555.8,13020.26,13200.93,13777.47,14947.61,10917.22,9635.77,8534.87,9677.75,31757.24,40418.72,15448.91,60,0,1036,499,29341.14218344047,12,1,0,1
290,Cathy Diaz,5922.3,6406.39,3540.45,9610.76,6298.35,6322.32,10011.81,9660.37,8264.71,5397.8,5085.97,4440.26,33,0,2599,408,10925.155927255573,10,0,2,5
